mention_id,article_id,code,surface,method,label,section,sentence,paragraph,char_start,char_end,sentiment_ground_truth,sentiment_reasoning
7474,357182,MLT,Maltese,spacy_ner+gazetteer,NORP,content,"The transformation, done through a co-funded EU project, draws in the attention of various Gozitans and Maltese from all over the islands, as well as tourists visiting during the Christmas period.","The Gozitan Mayor of San Lawrenz, Noel Formosa, took to facebook to announce
Kunsill Lokali  San Lawrenz  Local Goverments piazzas yearly transformation.
Magical lights and Christmas trees flicker all over the square, transforming it into a real-life Christmas card!
Formosa is welcoming people to enjoy the Christmassy piazza and snap an official 2024 Christmas photo while enjoying a drink and other goodies.
The transformation, done through a co-funded EU project, draws in the attention of various Gozitans and Maltese from all over the islands, as well as tourists visiting during the Christmas period.
#MaltaDaily",519,526,neutral,
3214,357338,MLT,Maltese,spacy_ner+gazetteer,NORP,content,"The Malta Records has officially recognised a remarkable achievement by the youngest Maltese sibling duo, Jerome and Valentina, became the youngest duo to explore Antarctica.","The Malta Records has officially recognised a remarkable achievement by the youngest Maltese sibling duo, Jerome and Valentina, became the youngest duo to explore Antarctica. The historic journey took place on December 27th, 2023, marking a significant milestone in adventure and exploration.
Describing it as a unique record on a global scale, The Malta Records congratulated the family for their extraordinary feat. The acknowledgment reflects the unprecedented nature of the accomplishment, as the young siblings and their children ventured into the icy expanse of Antarctica, showcasing their determination and spirit of adventure.
Well done to Jean Paul, Marieta, and their children Jerome and Valentina, the holders of the record, The Malta Records expressed in a statement, lauding the family for their courage and enthusiasm. The organisation extended warm wishes to the record-holding family, expressing hopes for more exciting trips and adventures in the future.
This recognition not only highlights the adventurous spirit of the Maltese family but also serves as an inspiration for others to pursue their dreams of exploration and discovery.
#MaltaDaily",85,92,positive,
4017,357540,MLT,Maltese,spacy_ner+gazetteer,NORP,title,Maltese Singer Performs With Steve Aoki In Front Of Thousands,Maltese Singer Performs With Steve Aoki In Front Of Thousands,0,7,positive,
4021,357642,MLT,Maltese,spacy_ner+gazetteer,NORP,title,Maltese Drag Racer Duncan Micallef Shines In European Championship,Maltese Drag Racer Duncan Micallef Shines In European Championship,0,7,positive,
15007,358406,MLT,Maltese,spacy_ner+gazetteer,NORP,content,"Maltese athlete Stephen Sammut Nurminen completed an extraordinary challenge of running 748 kilometres across Thailand, the equivalent of 17 marathons in 10 days.","Maltese athlete Stephen Sammut Nurminen completed an extraordinary challenge of running 748 kilometres across Thailand, the equivalent of 17 marathons in 10 days.
View this post on Instagram A post shared by Stephen Sammut Nurminen (@movewithsteve)
Starting in Mae Sot in the west and finishing in Mukdahan near the Laos border, Stephen became the first person to run across the country, raising nearly 6,000 for charities providing food to the homeless and vulnerable.
Enduring mountainous terrain, over 40-degree temperatures, and intense humidity, Stephen ran an average of 75 kilometres a day, completing the challenge in 136 hours and 38 minutes.
Supported by his partner, a videographer, a driver, and his loyal dog Nemo, Stephen credits his teams care for his successful recovery throughout the run.
Reflecting on the experience, Stephen described the journey as the most challenging and transformative of his life. He praised his partner, calling her the heartbeat of the run, and expressed gratitude to his team for their unwavering support.
View this post on Instagram A post shared by Stephen Sammut Nurminen (@movewithsteve)
His videographer captured every moment of the journey, ensuring that the experience will be shared with others.
Stephen also thanked the many people who followed and encouraged him along the way, emphasising that the accomplishment was a shared effort that resulted in raising 1,500 meals for those in need.
#MaltaDaily",0,7,positive,
11990,358560,MLT,Maltese,pattern_rule,,content,"Her new role means she will be a leader for all Maltese people, guiding the nation on important issues and representing Malta both at home and abroad.","Myriam Spiteri Debono was officially sworn in as President of Malta today, after a series of ceremonies in Valletta.
One key tradition is a mass at St. Johns Co-Cathedral, which is always part of the day when Malta gets a new president.
Spiteri Debono, who is 71 years old, has a background as a notary and has been a long-time member of the Labour Party in Malta. Today, she made history by becoming the 11th president of the country. Her new role means she will be a leader for all Maltese people, guiding the nation on important issues and representing Malta both at home and abroad.
Maltas top personnel are present to see the ceremony dedicated to the countrys new president, including Prime Minister Robert Abela, Leader of Opposition Bernard Grech and former President George Vella who only finished his official duties yesterday after 5 years.
Video Source: TVM
#MaltaDaily",485,499,positive,
15847,358637,MLT,Maltese,spacy_ner+gazetteer,NORP,content,"Among the 56 public libraries in the Maltese Islands, 33 lent out more English books than Maltese books.","In 2023, a total of 685,469 books were borrowed from the 56 public libraries found across the Maltese Islands, including 58,575 e-books.
The majority of these borrowed books were physical copies. According to information from Malta Libraries, the majority of books borrowed from public libraries in 2023 were in English.
The Central Public Libraries of Malta and Gozo, Regional Libraries, and Local Libraries lent out 259,528 Maltese books while 354,158 English books were borrowed in 2023. For example, the Central Public Library of Beltiseb' lent out 6,910 Maltese books and 23,388 English books in the adult section in 2023. In the childrens section of the same library, 16,917 Maltese books and 51,662 English books were borrowed.
Among the 56 public libraries in the Maltese Islands, 33 lent out more English books than Maltese books.
These libraries included those in &Attard, Birkirkara, &al Safi, San Pawl, San  wann, Marsascala, &al Luqa, Si!!iewi, Sliema, and Santa Luija.
Overall, 23 out of 56 public libraries lent out more Maltese books than English books, including libraries in Bir|ebbu!a, Fgura, G'arg'ur, Gudja, &amrun, Kalkara, {urrieq, Xg'ajra, &a|-{abbar, and &al Qormi.
In the library of &al G'axaq, an equal number of Maltese and English books were borrowed in 2023. In Gozo, most public libraries lent out more English books than Maltese books in 2023, with only the libraries of Qala and {ebbu! lending out more Maltese books than English books.
#MaltaDaily",826,833,neutral,
17068,358802,MLT,Maltese,spacy_ner+gazetteer,NORP,content,"Their chemistry and cute moments won the hearts of viewers, making them fan favourites amongst the Maltese audience.","Love Island Malta Season 1 stars Sven and Gaby are celebrating a major milestone: one year of being an official couple.
The pair, who were runners-up on the inaugural season of the hit reality show, took to social media to share their joy and reflect on their journey together. From sun-kissed days to starry nights, they reminisced, looking back at the special moments that have defined their relationship over the past year.
Despite not winning the show, Sven and Gaby immediately clicked when they first met on Love Island Malta, quickly becoming one of the strongest couples in the villa. Their chemistry and cute moments won the hearts of viewers, making them fan favourites amongst the Maltese audience. Their love story has continued to blossom outside the show, proving that reality TV romance may very well turn into something real and lasting.
The couples anniversary post was filled with heartfelt messages and cherished memories, highlighting the adventures and milestones theyve shared since leaving the villa. Fans of the show were thrilled to see their favourite couple thriving and wished them continued happiness in the future.
#MaltaDaily",694,701,positive,
22145,358967,MLT,Maltese,spacy_ner+gazetteer,NORP,content,"The two individuals, an Englishman residing in St. Pauls Bay and a Maltese resident of Mosta, will be arraigned in court in the coming days.","Immediate action by the police led to two 18-year old youths being arrested after they allegedly committed a burglary at a residence in Naxxar as they were found in possession of items that belonged to the same residence.
At around half past two in the morning (0230hrs), the police were informed that on Triq il-Port Ruman, St. Pauls Bay, there were two suspicious individuals who were in possession of a large sharp and pointed weapon.
The police immediately went to the location and in the same street noticed the two individuals who matched the given description.
They were stopped and a search revealed they were in possession of a hatchet, a machete, and a quantity of jewelry. At that moment, they were arrested on the spot and taken to the station for further investigation.
During the investigations, the police discovered that the jewelry found in the possession of the arrested individuals had allegedly been stolen from a residence on Triq Ta l-Imdawra, in Naxxar, just a short time before.
The investigations also revealed that a few days ago a vehicle was stolen from the same property and damage was done to several vehicles in the same area, allegedly by the same youths who were arrested.
The two individuals, an Englishman residing in St. Pauls Bay and a Maltese resident of Mosta, will be arraigned in court in the coming days. The police investigations are ongoing.",1276,1283,negative,
13449,359057,MLT,Maltese,spacy_ner+gazetteer,NORP,content,"These Budget 2025 initiatives highlight our dedication to Maltese and Gozitan fishermen, Bugeja Said remarked, stressing the governments commitment to supporting and growing the sector.","The Parliamentary Secretary for Fisheries, Aquaculture, and Animal Rights, Alicia Bugeja Said, has outlined a set of initiatives to enhance Maltas fishing industry. During the Pajji| ta Kwalit news conference, she revealed that 8 million has been allocated for 2025 to promote sustainability, support traditional practices, and encourage young people to join the sector.
The measures include financial aid for owners of traditional wooden vessels, such as pike and kayaks, and funds for purchasing eco-friendly machinery. These Budget 2025 initiatives highlight our dedication to Maltese and Gozitan fishermen, Bugeja Said remarked, stressing the governments commitment to supporting and growing the sector.
Bugeja Said also announced plans for consultations to design financial aid schemes tailored for young people entering the industry. Drawing from the Young Farmers initiative, the government aims to provide capital assistance for those lacking resources to establish themselves in fishing.
Dennis Calleja, Director of the Directorate of Aquaculture, added that fishermen will soon receive detailed information about the schemes. These initiatives are part of a broader strategy to secure a sustainable and prosperous future for Maltas fishing sector.
#MaltaDaily",583,590,positive,
22174,359315,MLT,Maltese,spacy_ner+gazetteer,NORP,content,"This unveiling follows the recent announcement of 360Sports as the new naming rights partner, securing the largest private sponsorship deal in Maltese sports history.","With the release of the much anticipated 360Sports Malta Premier Opening Round Schedule , Maltese football will be entering an exciting new season. This unveiling follows the recent announcement of 360Sports as the new naming rights partner, securing the largest private sponsorship deal in Maltese sports history.
Among the standout matches in the Opening Round, there will be some interesting games such as Floriana FC against Melita FC on Match Day 1. These fixtures are expected to draw large crowds and set the tone for the rest of the season. Each team will be sporting the new emblem featuring the Maltese Falcon and the 360Sports logo , symbolizing the leagues new partnership and its vision for the future.
This season also marks the debut of 360Sports fan engagement platform, aimed at enhancing the football experience through content, social interactions, gaming, and sports data. Our goal is to revolutionize how fans connect with the game, said Franz Josef Cauchi, Director of 360Sports Malta.
The fixtures for the Opening Round promise an exciting start to the new league, and fans cant wait for the games to begin.
#MaltaDaily",291,298,positive,
13458,359506,MLT,Maltese,spacy_ner+gazetteer,NORP,content,"These elements combine to create a brand that resonates with consumers not just for its taste but also for its cultural and aesthetic appeal, and it has now arrived in selected Maltese stores.","The innovative vodka soda drink, Gay Water, has recently made its debut in local stores, introducing itself as a lifestyle brand with a strong commitment to representing the LGBTQ+ community.
This product stands out not just for its unique namederived from a colloquial term for vodka and sodabut also for its mission to offer representation in spaces traditionally lacking it, such as bottle shops, bars, restaurants, and grocers. Gay Water aims to be more than just a beverage; it seeks to embody a statement of identity and inclusivity without succumbing to external pressures.
Throughout the pandemic, Gay Water managed to cultivate a significant social media presence on platforms like TikTok and Instagram. This success can be attributed to its vibrant marketing material and colourful packaging, which draw inspiration from the nostalgic aesthetic of 90s Nickelodeon shows and the vividness of pop art.
These elements combine to create a brand that resonates with consumers not just for its taste but also for its cultural and aesthetic appeal, and it has now arrived in selected Maltese stores.
By positioning itself in this unique niche, Gay Water not only offers a refreshing choice for consumers but also champions the visibility and representation of the LGBTQ+ community in the beverage industry& are you picking up a can?
#MaltaDaily",1096,1103,neutral,
22185,360077,MLT,Maltese,spacy_ner+gazetteer,NORP,content,"The Church in Malta and Gozo have launched a Maltese version of the official hymn for the 2025 Jubilee with the theme, Pilgrims of Hope.","The Church in Malta and Gozo have launched a Maltese version of the official hymn for the 2025 Jubilee with the theme, Pilgrims of Hope.
The lyrics were translated to Maltese by Francesco Pio Attard and sung by the Gozo Diocesan Choir.
The hymn was originally written in Italian by Prof. Pierangelo Sequeri, with the music composition by Maestro Francesco Meneghello, tackling themes such as creation, fraternity, the goodness of God and hope.
Next year, the Church and Catholics from around the world are called to be a source of hope, unity and compassion within their communities.
In preparation for the 2025 Jubilee, Pope Francis published the Bull of Indiction, Spes non confundit, that was translated to Maltese.
This is the first time in history that an important document by the Pope has been translated to Maltese for the official website of The Holy See.
Pope Francis expressed his wish for the Jubilee to be a moment of genuine, personal encounter with the Lord Jesus, the door (cf. Jn 10:7.9) of our salvation, whom the Church is charged to proclaim always, everywhere and to all as our hope (1 Tim 1:1).
Although this can be done through a physical pilgrimage, the Church said we are invited to take ourselves on a profound spiritual pilgrimage that transforms us from within, with acts of mercy, prayer and reflection.
The 2025 Jubilee begins officially on Christmas Eve this year and is then celebrated among dioceses all around the world on the 29th of December 2024.
The audio, lyrics and musical scores of the hymn for the 2025 Jubilee in Maltese can be found on the official website: iubilaeum2025.va.",45,52,neutral,
22194,360390,MLT,Maltese,spacy_ner+gazetteer,NORP,content,"The movement said that while recent efforts by the Maltese government, including the creation of the Standing Committee for Gozo Affairs, have acknowledged Gozos unique needs, these steps are seen as symbolic rather than substantive.","A new movement has been set up to call for Gozo to be given what it truly deserves. Autonomous democratic leadership. To encourage both parties to consider this important step. The name of the movement is  Empowering Gozo: A Call for True Autonomy.
It stressed that Gozos geographical separation from Malta and its history of self-governance demonstrate a strong case for autonomy. From the islands brief independence from French control in 1798 to the establishment of the Gozo Civic Council in 1961 and later the Ministry for Gozo, Gozitans have shown resilience and a capacity for self-leadership.
The movement said that while recent efforts by the Maltese government, including the creation of the Standing Committee for Gozo Affairs, have acknowledged Gozos unique needs, these steps are seen as symbolic rather than substantive.
Advocates argue that only a democratically elected regional government could enable Gozo to address its challenges in tourism, infrastructure, and sustainability, allowing it to fully realise its potential, the movement said.
It added that as Gozitans celebrate their history and look to the future, there is a call for political leaders to commit to a governance model that truly empowers the islands residents.
Empowering Gozo appealed for the public to please join this movement so that we can make a united effort to press authorities toward achieving true autonomy for Gozo.",659,666,negative,
22235,360941,MLT,Maltese,spacy_ner+gazetteer,NORP,content,"The 6.5 million operation aimed to undermine perceived opponents through tactics such as manipulating bank records, accessing phone data, and spreading fabricated media stories about Maltese officials.","Former Health Minister Chris Fearne has called for police action against those behind a 6 million smear campaign targeting him.
Reacting to revelations by Times of Malta, The Boston Globe, and the Organised Crime and Corruption Reporting Project (OCCRP), Fearne asserted his integrity, highlighting his commitment to Maltas national interests as health minister.
Leaked records revealed that former hospital concessionaires Steward Health Care orchestrated the campaign to falsely accuse Fearne of corruption.
The 6.5 million operation aimed to undermine perceived opponents through tactics such as manipulating bank records, accessing phone data, and spreading fabricated media stories about Maltese officials.
These actions were coordinated by senior Steward officials in collaboration with two London-based intelligence firms, Audere International and CT Group.
Fearne condemned the campaign, detailing how it sought to eliminate him politically by first searching for incriminating evidence and then fabricating it when none was found. He emphasised that the malicious scheme was designed to impede his duties towards his patients, ministry, and country.
Allegations against Fearne and top ministry official Carmen Ciantar regarding kickbacks on a passport sale emerged in mid-2023, but both denied the claims and reported them to the police, who quickly deemed the story false.
Fearne now urges the police to investigate the sources of these deceptive reports and pursue criminal charges against those responsible.
Meanwhile, Fearne continues to defend himself in court against charges related to the Vitals-Steward hospital privatisation deal, which was annulled last year. He maintains his plea of not guilty and seeks to have the charges dismissed.
#MaltaDaily",694,701,negative,
5460,361126,MLT,Maltese,spacy_ner+gazetteer,NORP,content,"Founders Day is not only celebrated by Stella Maris but also by the other two Maltese Lasallian schools, St. Benilds and De La Salle College.","Students and staff from Stella Maris have put on an incredible firework wheel spectacle in celebration of their Founders Day last Saturday.
The raddiena itself was built by students and staff before the pandemic hit and has now been able to be actually used in celebration of their founder St. John Baptiste De La Salle.
Founders Day is not only celebrated by Stella Maris but also by the other two Maltese Lasallian schools, St. Benilds and De La Salle College.
The firework wheel has a long history connected to the traditional Maltese festi. In almost every village festa one will be able to see a massive raddiena light up in front of their own eyes.
#MaltaDaily",401,408,neutral,
22246,361191,MLT,Maltese,spacy_ner+gazetteer,NORP,content,"Alternatively, fans can enter a giveaway on Pepsis official website until December 11, where lucky winners will be selected to receive the festive drink.
So we dont think itll hit Maltese shelves anytime soon.","Pepsi is making the holidays brighter with a festive new drink, Pepsi Zero Sugar Gingerbread Mini Cans, launching December 4.
This limited-edition flavour reportedly blends the classic Pepsi sweetness and fizz with hints of brown sugar, cinnamon, ginger, and molasses, creating a cozy seasonal treat.
The cans feature a cheerful gingerbread man design and are available exclusively in a zero-sugar option.
Details are quite scant about this new flavour, with Pepsi not being strangers to teasing the wildest of releases, only to reveal that they wont actually release them  remember Pepsi Max Pumpkin Spice Flavour? Well have to wait and see.
However, were this to be an actual thing  and so far, it seems as though it actually might be  getting your hands on this exclusive flavour wont be simple.
Pepsi has made it available in only two ways. First, you can claim a free gingerbread mini can through Pepsis TikTok Shop by purchasing two 10-packs of other Pepsi Mini Can flavours, such as Original, Zero Sugar, Wild Cherry, Diet, or Real Sugar.
Alternatively, fans can enter a giveaway on Pepsis official website until December 11, where lucky winners will be selected to receive the festive drink.
So we dont think itll hit Maltese shelves anytime soon. Keyword  think.
Would you try this?
#MaltaDaily",1238,1245,neutral,
22279,361735,MLT,Maltese,pattern_rule,,content,Borg continued on by saying that the election on the 8th of June will come and go but that after the election no matter the results there will still be alleged proof that the Maltese people were robbed and that some people allegedly acted with criminal intent.,"In a recent Facebook post Nationalist MP Alex Borg has called on youths to not give up on the Maltese political system after yesterdays breaking news that former Prime Minister Joseph Muscat and others were criminally charged and accused.
Borg started his post by stating that a lot of people, especially the youth have lost faith in this generation of politics and that these recent events have not helped into changing their mentality and that actually these events lead to people not wanting to involve themselves in politics.
He stated that since we are seeing and living in these events, Malta needs more strong youths who truly care about Malta to rise up and change the system and go out and vote.
Borg continued on by saying that the election on the 8th of June will come and go but that after the election no matter the results there will still be alleged proof that the Maltese people were robbed and that some people allegedly acted with criminal intent.
Borg also alleged that the past is a guarantee of the future and that until the election on the 8th of June, Prime Minister Robert Abela will use whoever he has to use and after the election will just throw them away.
He urged voters to look in the long term and not let those using their power and position in the country ruin their vision.
#MaltaDaily",881,895,negative,
22282,361753,MLT,Maltese,spacy_ner+gazetteer,NORP,content,"An educational campaign will be launched, involving stories from Maltese, Gozitan, and naturalized citizens, highlighting key milestones and advantages gained since Maltas transition to a Republic, while also capturing hopes for the future.","On December 13, 1974, under heavy rain, the Maltese and Gozitan people gathered in St. Georges Square, Valletta, to hear Sir Anthony Mamo, the first President of Malta, give his inaugural address to the Republic. Fifty years later, on December 13, 2024, the public is invited back to St. Georges Square to commemorate Maltas journey as a republic with an audiovisual celebration titled L-Istorja A'na.
This years theme, L-Istorja, Int, gives the occasion a personal touch, emphasizing that the countrys history is also the story of each Maltese and Gozitan citizen. This event is designed to highlight how the achievements of Malta as a republic are shared and experienced by all citizens, collectively and individually.
At a press conference, Minister for National Heritage, the Arts, and Local Government, Owen Bonnici, announced that the main event will feature a large-scale audiovisual show to take place on December 13, 14, and 15 in St. Georges Square. The show will use the faade of the Presidents Palace as a digital canvas, narrating Maltas history, from its achievements and milestones as a republic to the aspirations for its future.
Aaron Zahra, Chairman of Festivals Malta, noted that this celebration reflects the importance of Maltas journey over the past fifty years. The show, L-Istorja, A'na will be a visual narration of Maltas evolution since becoming a Republic, representing its achievements, struggles, and its place in the world.
An educational campaign will be launched, involving stories from Maltese, Gozitan, and naturalized citizens, highlighting key milestones and advantages gained since Maltas transition to a Republic, while also capturing hopes for the future.
Everyone is invited to attend L-Istorja A'na from December 13 to 15, with free tickets available at showshappening.com. This event celebrates not just Maltas history but the people who make it.
#MaltaDaily",1536,1543,positive,
4023,361849,MLT,Maltese,spacy_ner+gazetteer,NORP,content,"Currently, seven start-ups operate from DiHubMT, six of which are Maltese.","This marks the realisation of a dream, and in the coming months and years, this space will serve as a launchpad for even more young people turning their start-up and SME aspirations into reality, said Minister for Economy, Enterprise, and Strategic Projects, Silvio Schembri, during the inauguration of DiHubMT.
DiHubMT, backed by a 6.6 million investment co-financed by the European Union, offers a dedicated space where start-ups and SMEs can pursue innovative projects. The hub provides essential tools and resources to help bring their products and services to life. Currently, seven start-ups operate from DiHubMT, six of which are Maltese.
The hub boasts state-of-the-art facilities, including 3D printing labs, creative spaces for animation, labs for the Internet of Things, and specialised areas for the metaverse, AR, VR, and XR. These resources help start-ups test the commercial viability of their creations. By next year, a high-performance computer will also be installed to support accelerated research efforts.
This years budget focuses on building a Country of Quality, stated Minister Schembri. This initiative is one of 13 flagship projects in the economic sector, adding high value to our economy. With the digital economy growing fourfold since 2017, were advancing towards Vision Malta 2050.
Kenneth Brincat, CEO of MDIA, emphasised that DiHubMT is a platform for cultivating and realising innovative ideas. Digital innovation drives progress, enhancing quality of life for everyone, he said.
Bernard Montebello, Head of DiHubMT, highlighted the hubs tailored services, designed to guide start-ups, SMEs, and entrepreneurs through their digital journey. We aim to propel their ideas forward and help them materialise.
DiHubMT is part of a broader European network of 227 digital hubs spanning 30 countries.
#MaltaDaily",639,646,neutral,
14254,362257,MLT,Maltese,spacy_ner+gazetteer,NORP,content,His love for triathlons and his refusal to let his condition limit his dreams captured the hearts of Maltese people.,"Dr. Lydia Abela, wife of the Prime Minister, recently visited the home of Maruska and Josie Vella in Bir|ebbu!a to deliver heartfelt news. Their beloved son, Jake Vella, who recently passed away, will be posthumously nominated for  ie' ir-Repubblika, Maltas highest civilian honour. Dr. Abela shared that Jakes incredible spirit and determination touched the entire nation, leaving behind a legacy of courage in the face of adversity.
Jake, who battled the rare chronic condition ROHHAD, never allowed his illness to define him. His love for triathlons and his refusal to let his condition limit his dreams captured the hearts of Maltese people. His story became one of hope, strength, and unwavering resolve. Even as his health deteriorated, Jake remained a beacon of positivity, inspiring those around him.
Dr. Abela described Jake as an extraordinary altruist who, despite his personal challenges, always found a way to bring joy to others, especially to those without a voice. He radiated love and brought people together. She further expressed, Jake is regarded as a hero. He endured pain, but lived with a passion for life. He is an example to us all of how you should never lose hope.
Jake Vellas passing was met with a wave of grief across the islands, but also with a collective sense of gratitude for the light he brought into the world. His parents, deeply moved by the honor, thanked Dr. Abela for ensuring their sons name will live on, not just in their hearts, but across the entire nation. They also extended their appreciation to the people of Malta and Gozo for their unwavering support during the most challenging times of their lives.
#MaltaDaily",632,639,positive,
10750,362349,MLT,Maltese,spacy_ner+gazetteer,NORP,content,"The Maltese islands were hit with hazy and hot weather over this week, with todays (Thursday 16th May) temperatures climbing as high as 29 degrees Celsius.","The Maltese islands were hit with hazy and hot weather over this week, with todays (Thursday 16th May) temperatures climbing as high as 29 degrees Celsius.
And it seems as though this weather is set to persist over the weekend, albeit hopefully with less stuffy haze and with more open air (we hope).
Temperatures are set to climb to 30C by Saturday 18th May 2024, with mainly sunny weather on Sunday.
Despite the sunshine, it still feels very stuffy, and with light winds hitting the island. However, warnings were issued for today for moderate or strong waves out at sea.
What do you make of this weather?
#MaltaDaily",4,11,neutral,
3046,362710,MLT,Maltese,spacy_ner+gazetteer,NORP,content,"The designs feature iconic Maltese phrases and imagery, including references to traditional foods like bajtar tax-xewk (prickly pear).","Local artists Stache Studios have partnered with clothing brand Parascandolo to create a collection of unique t-shirts that celebrate Maltese heritage and culture. The designs feature iconic Maltese phrases and imagery, including references to traditional foods like bajtar tax-xewk (prickly pear).
In an exclusive interview with Malta Daily, Mark from Stache Studios expressed his admiration for Parascandolo, describing them as one of the first Maltese companies to successfully create accessible fashion, particularly clothing that resonates with Maltese themes and language.
Mark shared that his own artwork is also rooted in Maltese culture and iconic phrases, making this collaboration a natural fit.
He revealed that after completing some new designs, he reached an agreement with Parascandolo to release the artwork as a line of t-shirts under their brand.
He praised Parascandolo for offering local artists and illustrators a valuable opportunity to showcase their work in a commercial format.
By handling the retail side of things, Parascandolo allows artists like Mark to focus entirely on the creative process, while still having their art accessible to the public through fashion.
Marks goal for the t-shirt designs was to create something that would resonate with everyday Maltese people. He noted that many young people today are drawn to clothing with large brand names and logos, often lacking creativity or personal connection.
While acknowledging that Staches budget cant compete with major brands, Mark said his aim was to provide something cool, relatable, and accessible for Maltese youth and the general public alike.",191,198,neutral,
3188,363374,MLT,Maltese,spacy_ner+gazetteer,NORP,content,"This is a remarkable exhibition as it captures Maltese sports, which reflect the spirit of our people.","An exhibition dedicated to the legacy of sports photojournalist Karmenu Fava (1917-2009) was inaugurated this morning at Maltas National Archives in Mdina by Minister for National Heritage, Arts, and Local Government, Owen Bonnici.
Curated by Dr. Steve Borg, the exhibition is housed at the Court and Tribunals Archive.
This is a remarkable exhibition as it captures Maltese sports, which reflect the spirit of our people. A country without memory is like an orphan, and sports have always been a mirror of our society, said Minister Bonnici.
Born in Sliema in 1917, Fava worked as an electrical fitter in the Royal Naval Dockyard before serving in the British Army during WWII.
In the 1960s, he began documenting Maltese sports, from football and water polo to less prominent activities like archery and sailing. His work, featured in Union Press publications, made him Maltas first sports photojournalist.
Fava also captured Maltas cultural heritage, documenting historical sites and aspects of Maltese life.
After his passing in 2009, his son Raymond donated Favas extensive collection, including thousands of photographs, slides, and negatives, to the National Archives. The collection was meticulously curated by Dr. Borg to preserve and celebrate Favas legacy.
#MaltaDaily",369,376,positive,
15858,363761,MLT,Maltese,spacy_ner+gazetteer,NORP,content,"The performance of Before You Go by Aquilina and Chappell stood out as a touching moment, resonating with the audience and highlighting the amount of Maltese collaborations the public has not seen but still yearns for.
What do you think of the cover?
#MaltaDaily","X Factor Malta winner Richard Aquilina recently teamed up with Luke Chappell for a rendition of Lewis Capaldis Before You Go during an Open Mic Night event.
The collaboration was featured in a candid story shared by local songwriter Muxu, showcasing the two artists delivering the emotional track at local venue Truth.
View this post on Instagram A post shared by Malta Daily (@maltadaily.mt)
The event, organised by local singer Gaia, became a platform for various local talents to showcase their vocal skills in front of an appreciative audience.
Gaia herself also took to the stage, adding to a lineup that included Mariah Gerada and Kelsie & Martina, among others. The night was a celebration of local music, with artists coming together to share their passion and talent.
The performance of Before You Go by Aquilina and Chappell stood out as a touching moment, resonating with the audience and highlighting the amount of Maltese collaborations the public has not seen but still yearns for.
What do you think of the cover?
#MaltaDaily",934,941,positive,
11159,363953,MLT,Maltese,pattern_rule,,content,"A Maltese person already holds the highest role possible, with Beppe Galea being the current Chairman/President of the EDS.","22-year old Chayenne Riolo has been nominated by SDM for the esteemed position of Vice President of the European Democratic Students Bureau.
The European Democratic Students Bureau is the youth wing of Europes largest political party, the center-right EPP. It is the largest pan European student organisation and represents over 600,000 students across 30 European states.
A Maltese person already holds the highest role possible, with Beppe Galea being the current Chairman/President of the EDS.
Chayenne will be hoping for similar success as her fellow SDM counterpart Beppe Galea.
In a post, Riolo, stated that it was truly an honour to be nominated for this role and that she is thankful to all who helped her and to SDM, a student organisation she has been a part of since she has been 15.
#MaltaDaily",376,390,positive,
22363,365096,MLT,Maltese,pattern_rule,,content,"Buttigieg noted that this unprecedented record for Malta is a testament to the values of the Maltese people, who have overcome past prejudices to embrace inclusivity and equality.","For the ninth consecutive year, Malta has ranked first in the ILGA-Europe Rainbow Map Equality Index, which measures the civil and human rights of LGBTIQ+ communities in 49 European countries.
Parliamentary Secretary for Equality and Reforms Rebecca Buttigieg expressed satisfaction with this achievement, marking the second positive recognition for Malta this week from international organizations in equality and inclusivity. She emphasized that this international recognition reflects the progressive reforms implemented by the government, granting civil rights to LGBTIQ individuals to live with dignity and without discrimination.
Buttigieg noted that this unprecedented record for Malta is a testament to the values of the Maltese people, who have overcome past prejudices to embrace inclusivity and equality. She credited the continuous commitment and dedication of numerous individuals and organizations advocating for LGBTIQ+ rights, which have made Malta a model for other countries implementing similar reforms.
Expressing gratitude to these individuals and organizations, Buttigieg urged Malta not to regress in this area. She reiterated the governments commitment to further strengthen human rights in Malta and beyond, ensuring continued progress in equality and inclusivity for the LGBTIQ+ community.
#MaltaDaily",729,743,positive,
